number,review_title,reviewed_at,reviewed_by,images,crawled_at,url,hotel_name,hotel_url,nationality,rating,review_text,raw_review_text,tags,meta
892,Quite dissatisfied with my stay!,31-Jul-19,Roger,,01-00-2024,https://www.booking.com/reviews/be/hotel/ibisbrusselsairport.en-gb.html?label=gen173nr-1DCA0oFUITaWJpc2JydXNzZWxzYWlycG9ydEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCmqrXhwbAAgHSAiQ2ODIzNjNjNC00M2MyLTQyMzctODdhZS0yMWM5M2JkOGQyNWTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,ibis Hotel Brussels Airport,https://www.booking.com/hotel/be/ibisbrusselsairport.en-gb.html?label=gen173nr-1DCA0oFUITaWJpc2JydXNzZWxzYWlycG9ydEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCmqrXhwbAAgHSAiQ2ODIzNjNjNC00M2MyLTQyMzctODdhZS0yMWM5M2JkOGQyNWTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,Canada,3.8,"We were shoved in a room that smelled of smoke - I was traveling with my young children and we arrived at night.  Even though we booked a twin room, we got two tiny beds next to each other in a really tiny room... upon complaining the check in guy came and moved the beds 6 inches apart to make it a ""twin room"".  Just ridiculous.  The room had no amenities, not even drinking water.  I was told that this is the ""standard Ibis affair"" and he claimed to have seen 13 other Ibis locations - I might have my doubts since I have stayed at various Ibis hotels as well.Stay away - far better and cheaper options available near the airport than this junk!","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">We were shoved in a room that smelled of smoke - I was traveling with my young children and we arrived at night.  Even though we booked a twin room, we got two tiny beds next to each other in a really tiny room... upon complaining the check in guy came and moved the beds 6 inches apart to make it a ""twin room"".  Just ridiculous.  The room had no amenities, not even drinking water.  I was told that this is the ""standard Ibis affair"" and he claimed to have seen 13 other Ibis locations - I might have my doubts since I have stayed at various Ibis hotels as well.Stay away - far better and cheaper options available near the airport than this junk!</span></p>",Leisure trip~Family with young children~Standard Twin Room~Stayed 1 night,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
893,Exceptional,14-Oct-19,Anonymous,,24-00-2021,https://www.booking.com/reviews/be/hotel/central-bruges-b-amp-b.en-gb.html?label=gen173nr-1DCA0oFUIWY2VudHJhbC1icnVnZXMtYi1hbXAtYkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCp6rXhwbAAgHSAiQ2ZTYxZjE0MC1kNjc4LTQxY2EtYmI3ZC02MjQ2ZjgyMDkwNWbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,Central Bruges B&B,https://www.booking.com/hotel/be/central-bruges-b-amp-b.en-gb.html?label=gen173nr-1DCA0oFUIWY2VudHJhbC1icnVnZXMtYi1hbXAtYkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCp6rXhwbAAgHSAiQ2ZTYxZjE0MC1kNjc4LTQxY2EtYmI3ZC02MjQ2ZjgyMDkwNWbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,Germany,10.0,There are no comments available for this review,"<p class=""review_none""><em>There are no comments available for this review</em></p>",Leisure trip~Couple~Deluxe Twin Room~Stayed 2 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
894,Passable,14-Aug-19,Brian,,22-00-2022,https://www.booking.com/reviews/be/hotel/eden-ardenne.en-gb.html?label=gen173nr-1DCA0oFUIMZWRlbi1hcmRlbm5lSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAK4qteHBsACAdICJGZlZWFhMWI2LWU0YmQtNDNmMS05Y2E2LWJlODg4YjdkMzc3MdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,Hotel Eden Ardenne,https://www.booking.com/hotel/be/eden-ardenne.en-gb.html?label=gen173nr-1DCA0oFUIMZWRlbi1hcmRlbm5lSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAK4qteHBsACAdICJGZlZWFhMWI2LWU0YmQtNDNmMS05Y2E2LWJlODg4YjdkMzc3MdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,United Kingdom,5.4,"No great problems but a little over priced and a lot of low level noise during the night because of thin walls. Room could have been cleaner, most things were clean but cobwebs and dust visible.  Probably wouldn’t stop here again. ,

Reasonable for a 1 night stopover with pleasant and helpful staff.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">No great problems but a little over priced and a lot of low level noise during the night because of thin walls. Room could have been cleaner, most things were clean but cobwebs and dust visible.  Probably wouldn’t stop here again. </span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Reasonable for a 1 night stopover with pleasant and helpful staff. </span></p>",Leisure trip~Solo traveller~Double or Twin Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
895,Very good,29-Jan-20,Wim,,04-00-2022,https://www.booking.com/reviews/be/hotel/chez-mimi.en-gb.html?label=gen173nr-1DCA0oFUIJY2hlei1taW1pSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALVqteHBsACAdICJDBhZTYwYjJmLWFiOWYtNDI3MS04MzE5LTFlNGEzODBiOTcxMNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Chez Mimi - chambre vue parc,https://www.booking.com/hotel/be/chez-mimi.en-gb.html?label=gen173nr-1DCA0oFUIJY2hlei1taW1pSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALVqteHBsACAdICJDBhZTYwYjJmLWFiOWYtNDI3MS04MzE5LTFlNGEzODBiOTcxMNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,Netherlands,8.0,"Well, the buses were on strike when I stayed there, but I’m certain that there was nothing my hosts could have done about it. In fact, they told me about it in the days leading up to my stay, so that I could take measures, and they advised me how to handle it.,

Lovely place to stay. Patricia and Michel are lovely people and really made me feel at home. Also great communication leading up to my stay.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Well, the buses were on strike when I stayed there, but I’m certain that there was nothing my hosts could have done about it. In fact, they told me about it in the days leading up to my stay, so that I could take measures, and they advised me how to handle it.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Lovely place to stay. Patricia and Michel are lovely people and really made me feel at home. Also great communication leading up to my stay.</span></p>",Business trip~Solo traveller~Single Room with Park View~Stayed 1 night,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
896,Good,26-Nov-19,Anonymous,,28-00-2022,https://www.booking.com/reviews/be/hotel/antwerp-harbour.en-gb.html?label=gen173nr-1DCA0oFUIPYW50d2VycC1oYXJib3VySDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJGE0NGIwMjdjLTVkMzQtNDQwMy1hMjhjLWI1MjljZTMwNjM4ZNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=3;r_lang=en;rows=75&,Antwerp Harbour Hotel,https://www.booking.com/hotel/be/antwerp-harbour.en-gb.html?label=gen173nr-1DCA0oFUIPYW50d2VycC1oYXJib3VySDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJGE0NGIwMjdjLTVkMzQtNDQwMy1hMjhjLWI1MjljZTMwNjM4ZNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,Australia,7.0,There are no comments available for this review,"<p class=""review_none""><em>There are no comments available for this review</em></p>",Business trip~Solo traveller~Standard Twin Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
897,Exceptional,25-May-21,Beverly,,23-00-2022,https://www.booking.com/reviews/be/hotel/le-pre-chet-profondeville.en-gb.html?label=gen173nr-1DCA0oFUIZbGUtcHJlLWNoZXQtcHJvZm9uZGV2aWxsZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC5KrXhwbAAgHSAiRjZWY1NWVjNS1mMzJmLTQzZDktYTA4Yi0yNGJjYTk1Zjk0NjXYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Le Pré-Chet,https://www.booking.com/hotel/be/le-pre-chet-profondeville.en-gb.html?label=gen173nr-1DCA0oFUIZbGUtcHJlLWNoZXQtcHJvZm9uZGV2aWxsZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC5KrXhwbAAgHSAiRjZWY1NWVjNS1mMzJmLTQzZDktYTA4Yi0yNGJjYTk1Zjk0NjXYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,Belgium,10.0,"That it’s not mine ;),

Lovely location","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">That it’s not mine ;)</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Lovely location</span></p>",Leisure trip~Solo traveller~Studio Apartment~Stayed 4 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
898,Fabulous,17-Sep-18,Scott,,07-00-2023,https://www.booking.com/reviews/be/hotel/het-colettientje.en-gb.html?label=gen173nr-1DCA0oFUIQaGV0LWNvbGV0dGllbnRqZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCu6rXhwbAAgHSAiRiNmU1MDFjNC02YjEwLTQ5MzYtYTEyNy1kMDRlNjdhNmRkZjjYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,B&B Het Colettientje,https://www.booking.com/hotel/be/het-colettientje.en-gb.html?label=gen173nr-1DCA0oFUIQaGV0LWNvbGV0dGllbnRqZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCu6rXhwbAAgHSAiRiNmU1MDFjNC02YjEwLTQ5MzYtYTEyNy1kMDRlNjdhNmRkZjjYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,United Kingdom,8.8,There are no comments available for this review,"<p class=""review_none""><em>There are no comments available for this review</em></p>",Leisure trip~Couple~Standard Double Room~Stayed 2 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
899,Superb,27-Jul-20,Kevin,,11-00-2023,https://www.booking.com/reviews/be/hotel/grand-cabaret.en-gb.html?label=gen173nr-1DCA0oFUINZ3JhbmQtY2FiYXJldEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC1arXhwbAAgHSAiQxMzcyZWIzNy1jOWJiLTRiNDUtOGQ3Ni01M2I0NDVmOGNjNzjYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,B&B Le Grand Cabaret,https://www.booking.com/hotel/be/grand-cabaret.en-gb.html?label=gen173nr-1DCA0oFUINZ3JhbmQtY2FiYXJldEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC1arXhwbAAgHSAiQxMzcyZWIzNy1jOWJiLTRiNDUtOGQ3Ni01M2I0NDVmOGNjNzjYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,Belgium,9.0,"Bath defective 
Shower was fine,

Good breakfast!
Nice clean room","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Bath defective 
Shower was fine</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Good breakfast!
Nice clean room</span></p>",Leisure trip~Family with young children~Double Room~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
900,very good,26-Jul-19,Martin,,22-00-2022,https://www.booking.com/reviews/be/hotel/marivaux-congress-seminar-centre.en-gb.html?label=gen173nr-1FCA0oFUIgbWFyaXZhdXgtY29uZ3Jlc3Mtc2VtaW5hci1jZW50cmVIM1gEaGyIAQGYAQm4AQfIAQ3YAQHoAQH4AQuIAgGoAgO4Au2p14cGwAIB0gIkNzJiNjU5OTctZGVlNC00YTVkLTgyOWYtM2JmNGM3NTYxMjRk2AIG4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=4;r_lang=en;rows=75&,Marivaux Hotel,https://www.booking.com/hotel/be/marivaux-congress-seminar-centre.en-gb.html?label=gen173nr-1FCA0oFUIgbWFyaXZhdXgtY29uZ3Jlc3Mtc2VtaW5hci1jZW50cmVIM1gEaGyIAQGYAQm4AQfIAQ3YAQHoAQH4AQuIAgGoAgO4Au2p14cGwAIB0gIkNzJiNjU5OTctZGVlNC00YTVkLTgyOWYtM2JmNGM3NTYxMjRk2AIG4AIB;sid=cb78d8489b9c18246aa9830225a71862,United Kingdom,7.5,the air condition in room was not adequite,"<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">the air condition in room was not adequite</span></p>",Leisure trip~Couple~Junior Suite~Stayed 3 nights,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
901,Exceptional,25-Nov-19,György,,15-00-2024,https://www.booking.com/reviews/be/hotel/avenue-beach-hotel.en-gb.html?label=gen173nr-1DCA0oFUISYXZlbnVlLWJlYWNoLWhvdGVsSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALQqteHBsACAdICJDMxMTNlZmQ2LTkzNGUtNDk5My1hNjNhLTdlNDM5MGVkZWVjZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,Avenue Beach Hotel,https://www.booking.com/hotel/be/avenue-beach-hotel.en-gb.html?label=gen173nr-1DCA0oFUISYXZlbnVlLWJlYWNoLWhvdGVsSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALQqteHBsACAdICJDMxMTNlZmQ2LTkzNGUtNDk5My1hNjNhLTdlNDM5MGVkZWVjZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,Hungary,9.6,"Ventillation system of bathroom was dirty and ceiling of bathroom was destroyed, with mildew. (At some point understandable because of the climate of the area, but could be better maintained) room 32,

Amazingly kind staff
Blond lady is extremely sweet and helpful","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Ventillation system of bathroom was dirty and ceiling of bathroom was destroyed, with mildew. (At some point understandable because of the climate of the area, but could be better maintained) room 32</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">Amazingly kind staff
Blond lady is extremely sweet and helpful</span></p>",Leisure trip~Couple~Comfort Double Room~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
902,Convenient if you have an early flight next day,24-Jul-19,Karolina,,14-00-2021,https://www.booking.com/reviews/be/hotel/ibisbrusselsairport.en-gb.html?label=gen173nr-1DCA0oFUITaWJpc2JydXNzZWxzYWlycG9ydEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCmqrXhwbAAgHSAiQ2ODIzNjNjNC00M2MyLTQyMzctODdhZS0yMWM5M2JkOGQyNWTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,ibis Hotel Brussels Airport,https://www.booking.com/hotel/be/ibisbrusselsairport.en-gb.html?label=gen173nr-1DCA0oFUITaWJpc2JydXNzZWxzYWlycG9ydEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCmqrXhwbAAgHSAiQ2ODIzNjNjNC00M2MyLTQyMzctODdhZS0yMWM5M2JkOGQyNWTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,Dominican Republic,8.8,"The room was not very clean, there was a dirty towel in the bathroom and I found hair on the floor.,

The room was very comfortable and the transport to and from the airport very convenient.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">The room was not very clean, there was a dirty towel in the bathroom and I found hair on the floor.</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">The room was very comfortable and the transport to and from the airport very convenient.</span></p>",Leisure trip~Solo traveller~Standard Double Room~Stayed 1 night,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
903,Exceptional,29-Jun-19,Anonymous,,09-00-2022,https://www.booking.com/reviews/be/hotel/central-bruges-b-amp-b.en-gb.html?label=gen173nr-1DCA0oFUIWY2VudHJhbC1icnVnZXMtYi1hbXAtYkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCp6rXhwbAAgHSAiQ2ZTYxZjE0MC1kNjc4LTQxY2EtYmI3ZC02MjQ2ZjgyMDkwNWbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,Central Bruges B&B,https://www.booking.com/hotel/be/central-bruges-b-amp-b.en-gb.html?label=gen173nr-1DCA0oFUIWY2VudHJhbC1icnVnZXMtYi1hbXAtYkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCp6rXhwbAAgHSAiQ2ZTYxZjE0MC1kNjc4LTQxY2EtYmI3ZC02MjQ2ZjgyMDkwNWbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,United States,10.0,There are no comments available for this review,"<p class=""review_none""><em>There are no comments available for this review</em></p>",Leisure trip~Family with young children~Deluxe Twin Room~Stayed 2 nights~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
904,Exceptional,12-Aug-19,Peter,,23-00-2024,https://www.booking.com/reviews/be/hotel/eden-ardenne.en-gb.html?label=gen173nr-1DCA0oFUIMZWRlbi1hcmRlbm5lSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAK4qteHBsACAdICJGZlZWFhMWI2LWU0YmQtNDNmMS05Y2E2LWJlODg4YjdkMzc3MdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,Hotel Eden Ardenne,https://www.booking.com/hotel/be/eden-ardenne.en-gb.html?label=gen173nr-1DCA0oFUIMZWRlbi1hcmRlbm5lSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAK4qteHBsACAdICJGZlZWFhMWI2LWU0YmQtNDNmMS05Y2E2LWJlODg4YjdkMzc3MdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,Belgium,10.0,"Only little thing: the vegetarian meal was not good. Everything else of the dinner menu was good!,

All good.","<p class=""review_neg ""><svg aria-label=""Negative point"" class=""bk-icon -fonticon-removecircle review_item_icon"" fill=""#BDBDBD"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false""><path d=""m16 0c-8.84 0-16 7.16-16 16s7.16 16 16 16 16-7.16 16-16-7.16-16-16-16zm8 17.6h-16v-3.2h16z""></path></svg><span itemprop=""reviewBody"">Only little thing: the vegetarian meal was not good. Everything else of the dinner menu was good!</span></p>,<p class=""review_pos ""><svg aria-label=""Positive point"" class=""bk-icon -fonticon-plus review_item_icon"" fill=""#008009"" height=""14"" role=""img"" width=""14"" viewbox=""0 0 32 32"" aria-hidden=""true"" focusable=""false"">
  <path d=""M32 16c0 8.836-7.162 16-16 16-8.834 0-16-5.74-16-16C0 6.451 7.166 0 16 0c8.838 0 16 7.162 16 16zm-6.4-2.585c0-.369-.031-.616-.4-.616h-5.998V7.018c0-.369-.297-.62-.666-.62h-5.068c-.369 0-.666.251-.666.62v5.781H6.901c-.369 0-.499.247-.499.616v5.118c0 .369.132.666.499.666H12.8v5.833c0 .369.297.565.666.565h5.068c.369 0 .666-.196.666-.565v-5.833h5.998c.369 0 .4-.297.4-.666v-5.118z""></path>
</svg><span itemprop=""reviewBody"">All good.</span></p>",Leisure trip~Group~Family Room~Stayed 1 night~Submitted via mobile,"{'language': 'en-gb', 'source': 'https://www.booking.com'}"
